tweet_user_screen_name,tweet_id,tweet_text,tweet_retweet_count,tweet_created,tweet_user_id,tweet_user_followers_count,tweet_user_friends_count,tweet_user_statuses_count,tweet_user_verified,tweet_user_location
Samisga58997627,1.54705E+18,@debbiiee0 That fucking fat juicy ass I’ll fuck you so damn hard god better be drinking tonight so I can make u squirt every where,0,44755.11756,1.50857E+18,1,15,3,FALSE,
anotha_account,1.54705E+18,@egovoost FUCK YEAH YOU ARE WIFE,0,44755.11755,1.5456E+18,36,146,201,FALSE,
sadie72867,1.54705E+18,RT @davidhogg111: I can’t believe people are literally being told to wait until after the election to act on gun control because now is “no…,560,44755.11751,2420455952,224,536,9128,FALSE,"Pasco County, FL"
EriktheMovieman,1.54705E+18,"All I hear is that moment in Magnolia when Julianne Moore says ""now you REALLY need to shut the fuck up."" https://t.co/ywC6eCEzkC",0,44755.1175,25639035,4237,2492,63643,FALSE,"Chicago, Schaumburg"
unfortunxtelyme,1.54705E+18,RT @SEEUINTHEFUZZY: Awsten be like “WHAT THE FUCK IS UP!!!” then sing the saddest song you’ve ever heard,128,44755.11748,935910037,1876,204,195086,FALSE,she/her
weedheadsmoker1,1.54705E+18,@Amanda22538569 Dam I'll fuck you hard,0,44755.11748,1.45241E+18,71,459,197,FALSE,"Frisco, TX Muskogee Oklahoma"
Hellhammer9999,1.54705E+18,"@NHLRumorsDaily Dang NRD legit as fuck..
Shout out DJ Bean ultimate Bruins authority! 
You kids should do more spaces!",0,44755.11748,4836321909,1332,1610,42662,FALSE,The Hub of the Universe
SSJRNumaan,1.54705E+18,@sethmptp The fuck do you program lil bro,0,44755.11748,9.53589E+17,19,261,2032,FALSE,
Worlds_Dynasty_,1.54705E+18,How you mad cause NIGGAS DONT fuck with your goofy ass ????????,0,44755.11748,319227068,1136,405,106334,FALSE,B.S ??
princess_amilll,1.54705E+18,RT @HUNNABANDZ1K: you cheat one time a nigga wanna leave NOOOO be strong like how i was chin up chest out fuck nigga????????????????,26,44755.11747,8.71823E+17,47,31,1894,FALSE,
_sand___,1.54705E+18,RT @scarletwnews: “[The Illuminati scene] exists because I love Wanda as a character so much. I just became thrilled by the idea of […havin…,189,44755.11747,1.03382E+18,209,263,9111,FALSE,
BeisbolKrish,1.54705E+18,"Will Little, I hope you get laid off and don’t get compensated for it. Fuck you @MLBUA",0,44755.11745,7.13388E+17,1771,2741,76272,FALSE,"Dover, DE"
YourSpplyier,1.54705E+18,"when I text you “fuck off”, that means fuck hoe. lol",0,44755.11745,1328132677,390,305,20973,FALSE,HOUSTON • LOS ANGELES
Hi_ImBlep,1.54705E+18,"If you disown your children for being gay/trans, those kids deserved better. You were never a parent. I hope you en… https://t.co/645zK4e7TV",0,44755.11744,1.3054E+18,205,365,4977,FALSE,???
RhondaStovin,1.54705E+18,"RT @DickBlunderbuss: “do you like the way you eat apples?”

“sure yeah”

“do u like the texture of sopping wet sand?”

“no absolutely not”…",13,44755.11744,576631003,79,134,4703,FALSE,
dgiles_22,1.54705E+18,No longer helping people. Nobody ask me for shit . I don’t got shit and I don’t know shit. Going back selfish asf.… https://t.co/A6r6bXcRYM,0,44755.11743,3654206592,460,367,3729,FALSE,"Starkville, MS"
_ajaneeee,1.54705E+18,"RT @ggutierrezcand1: ""who got you smiling like that"" the weed bruh i'm high as fuck",18254,44755.11743,8.34157E+17,347,379,39871,FALSE,"New Orleans, LA"
morglea,1.54705E+18,"RT @GreatCheshire: You know we, as a culture, are going through some troubling stuff when there’s a million songs about depression and brea…",191,44755.11742,1.02116E+18,1002,635,25345,FALSE,"Dallas, TX"
AikenIam,1.54705E+18,RT @_acarad: people dont give a fuck what you going thru as long as you there for them thats all that matters??????,8,44755.11741,1.28651E+18,112,298,501,FALSE,
ggfacebook_bot,1.54705E+18,MOTHER FUCKIN JESSE EISENBERG JESUS CHRIST FUCK DUDE MOTHER FUCKIN FACEBOOK MOVIE BULLSHIT JESUS CAN YOU FUCKIN BELIEVE THIS SHIT,0,44755.11741,7.97515E+17,30,0,33164,FALSE,
shaddollschism,1.54705E+18,"@golett YEAH THAT'S THE MOST BAFFLING THING. you'd think ""tsudaken wife guy"" would be a recipe for success but they… https://t.co/nIcWQ81iiD",0,44755.1174,1.28361E+18,66,54,38354,FALSE,
XTheRealM18,1.54705E+18,"RT @lindyli: A 2-year-old lost BOTH of his parents in the Highland Park massacre

A 10-year-old rape victim was denied an abortion in Repub…",17856,44755.1174,9.65349E+17,3,51,102,FALSE,
tee1_k,1.54705E+18,"RT @JermereCaprice: If a nigga really fuck with you he gone love different on his own, you ain’t gotta coach him??",2327,44755.1174,2712085078,2215,2349,86858,FALSE,"St Petersburg, FL"
SundropSimp2,1.54705E+18,@SunnySkelly THE FACT THAT CHILDREN LIKE THIS /ACTIVELY/ SEEK OUT NSFW SHIT IS RIDICULOUS. You cannot WILLINGLY put… https://t.co/QJrgz8zZo5,0,44755.11737,1.49418E+18,139,318,5696,FALSE,
sdtips,1.54705E+18,RT @jefftimmer: Serious question for all my old GOP pals: What the fuck is wrong with you?,114,44755.11735,15150828,20633,6720,145356,FALSE,"San Diego, California"
maeflowerrrr,1.54705E+18,@celestewithgun you should be addicted to shutting the fuck up /j,0,44755.11735,1.3396E+18,747,409,7289,FALSE,she/they 
kuricuns,1.54705E+18,"its funny cuz ppl tell me shit like ""you dont even try to be ok""
i tried, trust me i did
its just i dont give a sin… https://t.co/HaS9tA0Nar",0,44755.11734,1.01945E+18,109,374,8366,FALSE,
KTDK_Weeb,1.54705E+18,"“Fuck, I might have to eat you out more often if it means you’ll suck my cock,” Katsuki chuckled as he ran his fing… https://t.co/tjburCm2wp",0,44755.11734,1.11127E+18,4982,356,13520,FALSE,"27, she/they, writer "
rikominiom,1.54705E+18,"I will say this
I want to say “fuck you” for everyone right now",0,44755.1173,2249694409,1428,1402,50405,FALSE,
SOVEREIGNLYISM,1.54705E+18,|| THAT DEPENDS ON HOW YOU BEHAVE KITTEN STOPPP ?? IMMA HSE THIS AS A MEME FUCK https://t.co/A0tCC4GQRN,0,44755.11729,8.47916E+17,272,165,9067,FALSE,DEAD DOVE: DO NOT EAT.
VenusianKyles,1.54705E+18,"RT @ggutierrezcand1: ""who got you smiling like that"" the weed bruh i'm high as fuck",18254,44755.11728,243927364,1575,671,99567,FALSE,"Detroit, MI"
YunglitbitchhT_,1.54705E+18,@darealestt__ If I see you today tomorrow in 4 months I’m still going fuck you up ?? point blank you just better hop… https://t.co/fjoPgfzeZE,0,44755.11728,1.29934E+18,295,188,3243,FALSE,
T4RRELL,1.54705E+18,You broke me and you didn’t gave a fuck at all??,0,44755.11725,1.5449E+18,1,22,87,FALSE,
CTraitorDuo,1.54705E+18,why the fuck did so many of you reply to this https://t.co/CTobh1wFvu,0,44755.11725,1.51329E+18,171,518,7962,FALSE,He/Him ???  ???? ???? 
kylelewis,1.54705E+18,"@Sorrells4Larry @TheLeoTerrell Because Hunter is a king. ?? 

The second part sounds like a you problem (you are a sick fuck).",0,44755.11725,16370846,140,204,1882,FALSE,????
EthMetcalfe,1.54705E+18,"RT @BelowBored: There's a Comedy Club coming to the metaverse in 2024...... Fuck that its already done!??

Someone who follows @BelowBored +…",407,44755.11725,1.33005E+18,3062,4346,7648,FALSE,"Los angeles CA, Starbase TX"
Lag_Spl,1.54705E+18,@CharizardTweet If you know what team did Alexai alt for in LUTI I’m curious incase I’ve heard the name but this sh… https://t.co/jxDoNZehsT,0,44755.11723,1.16397E+18,241,517,2778,FALSE,somewhere that isn't earth
sheaintreal666,1.54705E+18,RT @dabiggbaee: I don’t think there should be a timeframe on telling people you love them. Not even just romantic love. You could really ju…,458,44755.11722,8.22661E+17,13,48,29883,FALSE,
CatInthehat002,1.54705E+18,"There’s three types of people in this world, the friend who let you copy his work, the friend who copied the work,… https://t.co/dQDfSPe05R",0,44755.11722,1.52199E+18,2708,2141,2230,FALSE,Australia
Nuxia10,1.54705E+18,"My mother is so fucking ridiculous; I don't care for being nagged an lectured on a good day, why the fuck would you… https://t.co/jtKTZCI9vd",0,44755.11721,1.39415E+18,123,222,4230,FALSE,Look behind you
itsjayy___jayy,1.54705E+18,showing mum that someone i’ve known since primary school got engaged and she hits out with “you better get a move o… https://t.co/oBSUykMDRU,0,44755.11719,205844066,748,695,36982,FALSE,"Perth, Western Australia"
DeborahKBurns1,1.54705E+18,"RT @WalshFreedom: Hey Democrats, I come from the MAGA base. I still engage with that base every day. Most tell me to fuck off, most believe…",1457,44755.11719,1.32742E+18,1637,4853,42080,FALSE,Ohio
OutsideOutcast,1.54705E+18,@shub_a_dub_dub @ImFlicksco Why the fuck would you tweet this,0,44755.11718,1.26867E+18,707,886,13952,FALSE,Rising up
KTDK_Weeb,1.54705E+18,"Do you think you could keep from moaning so loud Eijiro wouldn’t hear you?”

Izuku felt his cheeks burn as he looke… https://t.co/1zBmEZjU4O",0,44755.11716,1.11127E+18,4982,356,13520,FALSE,"27, she/they, writer "
AdequateEmily,1.54705E+18,"RT @biggestjoel: conservatives truly out there like ""so the rights im depriving you aren't even women's rights?? where the fuck is this cou…",15,44755.11715,8.92125E+17,19591,1413,88032,FALSE,"Boston, MA"
uwujgk,1.54705E+18,"and then daddy’s hands are on him, squeezing his asscheeks and spanking his butt. he can feel his flesh jiggling. d… https://t.co/M8ZXGMRzMx",0,44755.11714,7.64565E+17,535,156,16818,FALSE,She/Her | 98’ liner 
TainaaaJ,1.54705E+18,"I just feeeeeeel like, live your life how tf you wanna live it and fuck how anybody feel about it! ??",0,44755.11712,1566955934,3112,956,49308,FALSE,"Pompano Beach, FL"
foundingtitan99,1.54705E+18,"RT @ShinjiTheCuban: Conservatives be like ""why do people hate us?"" Bro you want minorities dead and you hate fun, why the fuck else?",10,44755.11709,1.38543E+18,235,4997,4733,FALSE,
nathantyree,1.54705E+18,"@DrunkMonkeysWeb What the fuck. There are two ways to respond to rejection:
1. Not at all
2. A thank you for your consideration.",0,44755.11709,38124336,977,2311,11571,FALSE,Earth
ArcanaSylum,1.54705E+18,"@Panda_plays321 So remind her of that and ask her kindly to fuck off. 
Ok I know that's a MILLION times easier said… https://t.co/z0ss6EdBlT",0,44755.11708,1.286E+18,150,166,1258,FALSE,"Waldorf, MD"
ck14340,1.54705E+18,RT @jefftimmer: Serious question for all my old GOP pals: What the fuck is wrong with you?,114,44755.11708,136319822,114,1272,5146,FALSE,
DeeeHoe_____,1.54705E+18,You gotta fuck up few times before you get it right .. that’s rl life,0,44755.11708,202434289,533,521,32061,FALSE,born 10/22
miriamundertale,1.54705E+18,"me: please can i have one fucking xayah to make tihs build work
tft: fuck you. heres exactly 6 hecarims and two champion duplicators",0,44755.11707,1.16937E+18,156,915,31299,FALSE,??fairiieholic??
SixtoMiami,1.54705E+18,You have so many ways you could fuck up their relationship that if you don’t choose one of these paths I’ll actuall… https://t.co/PmdVXNvxiT,0,44755.11705,1.37192E+18,544,774,35023,FALSE,"Cincinnati, OH"
discohirokun,1.54705E+18,RT @DanAmrich: You wouldn't have to chant #DoNotComply if you had worn a mask/gotten vaxxed in the first place. You made public health poli…,2,44755.11705,237438869,350,695,40244,FALSE,"Sunrise, FL"
briandarby,1.54705E+18,"RT @DickBlunderbuss: “do you like the way you eat apples?”

“sure yeah”

“do u like the texture of sopping wet sand?”

“no absolutely not”…",13,44755.11705,40998625,288,521,20582,FALSE,Georgia
SincerelyArielT,1.54705E+18,"If I text you ?? ?? I’m basically saying that if he tells you anything fucking different he’s a liar and a fucking snake, fuck you",0,44755.11704,481778014,469,277,21152,FALSE,Noelani baby ?
eeedefi,1.54705E+18,"RT @Konstant_FLUX: 'AY STAY RAD' is a reminder. 
Why? because growing up doesn't mean stopping what you love to be a parent, to start adult…",1,44755.11703,1.37918E+18,1882,3465,25930,FALSE,
crypto_bull509,1.54705E+18,"@RichardHeartWin Hex, the easy money you can't fuck with ! @GoingParabolic",0,44755.11703,4011172154,410,3198,4651,FALSE,
cantileved,1.54705E+18,"@katzchein (Geez.) 
Oh well-- whatever. 

(She does KNOW that Minjun Oppa (fuck you) hangs out with celebrities...s… https://t.co/A9R2wHb8uq",0,44755.11703,1422395588,347,204,32304,FALSE,TEMPORARY CHARACTER
drkpxradise,1.54705E+18,"RT @xwing1698: ""This is trust. It means you trust me with all your heart. And I shall trust you with mine. Take it. I am now, and for all t…",17,44755.117,1.01359E+18,60,157,1112,FALSE,she/they
viennaddew_,1.54705E+18,@RHFNX Oh Jesus.. have you blocked them or talked to them to leave you the fuck alone?,0,44755.117,1.21223E+18,243,162,6538,FALSE,Texas 
fnfdj_,1.54705E+18,@DatBoaCertified Lmaooooo random asf … you from the city now fuck it ??,0,44755.11699,424954142,1491,1134,24790,FALSE,"Gitt County, FL"
AllynDaFinesser,1.54705E+18,Ima worry about me give a fuck about you.,0,44755.11699,1.24801E+18,113,40,4604,FALSE,
_SonWatSON,1.54705E+18,"RT @saydiirah__: I can fuck you &amp; walk pass you , no love lost I’ll speak when I wanna fuck again ??????????????????????",718,44755.11698,237541835,2401,1304,155759,FALSE,In some women Guts 
esmargott,1.54705E+18,"@ximesmoony omg yay :,) i literally cried a happy tear fuck you if only it was real",0,44755.11698,1.12511E+18,21,96,1010,FALSE,they/them
ian_prescott888,1.54705E+18,"RT @davepperlmutter: “Well, whoever he was, he put the photo on #twitter
“What the fuck?”
“With its own #hashtag, can you believe that?”
“I…",5,44755.11698,1.52436E+18,387,582,1765,FALSE,"Mare Longue, Mauritius"
bromethion,1.54705E+18,new journey in life im so ready. fuck all of you who doubted me. ik theres men and women who claim theyre on my sid… https://t.co/MS6qVluUNy,0,44755.11698,1.21212E+18,32,56,3884,FALSE,
QPollsandnews,1.54705E+18,@basement_ls Who cares? After the election everyone will still be fighting about Trump v DeSantis v Youngkin. Besid… https://t.co/PyNx6Xvv2S,0,44755.11697,1.44775E+18,608,1337,8416,FALSE,United States - Late Republic 
Roryrawr1,1.54705E+18,“healthy ways to take out your anger” no twitter exist for a reason fuck you,0,44755.11697,1.44635E+18,14,63,23,FALSE,
Monneymann90,1.54705E+18,@jiggyjayy2 So you can easily be identified and discriminated against. Who gives a fuck if you’re a nigga or a nati… https://t.co/HTsM206Ufh,0,44755.11697,8.47235E+17,141,340,4922,FALSE,On Your Mind
KBNChrollo,1.54705E+18,"@BakaKingTweets Ah fuck, you right, Leme get outta my own head, precaite that foo??????",0,44755.11694,1.30187E+18,464,223,7148,FALSE,?Wonderland of deadman??
RadarAtlas,1.54705E+18,Has anyone recently had experiences with @amazon where you order something like a shirt or a phone case and the com… https://t.co/Ox34mXfrrD,0,44755.11693,1.3419E+18,4043,56,860,FALSE,USA
Shay33628063,1.54705E+18,"@TheCeoMethod @ZeekArkham I know for a fact, that he DON'T GIVE 1 FUCK ABOUT YOU ??",0,44755.11693,1.30498E+18,130,5,6303,FALSE,tx
tyra_lashawn,1.54705E+18,"RT @JermereCaprice: If a nigga really fuck with you he gone love different on his own, you ain’t gotta coach him??",2327,44755.11692,1.359E+18,89,75,3330,FALSE,"Maryland, USA"
Quanolicious,1.54705E+18,"Aww fuck if we all poor,
Even if you got money..still lookin for more",0,44755.1169,1963144818,1221,918,28348,FALSE,"Columbus, Ohio?Austin, Texas"
hoyayokona,1.54705E+18,RT @forlhaechan: WTF did you write @rollingstonekor Special article about Haechan but only about him in ONE SENTENCE ??? And insert someone…,2,44755.1169,1.28701E+18,924,1770,29266,FALSE,127
anemocuIus,1.54705E+18,BIGGEST TROLL EVER GENSHIN IMPACT SINCERELY FUCK YOU,0,44755.11689,1.52818E+18,404,385,3717,FALSE,"?
aster or xue
ic matchach
any non nounself neos; 6TEEN
chinese; rcbyf"
222aaaam,1.54705E+18,ya co workers is right there too you sick fucking fuck . i gotta go smokee on the note cuh,0,44755.11688,28506632,2094,2176,167467,FALSE,PA
ARLEQUlNO,1.54705E+18,"?
? ?i  say  this  as  kindly  as  possible  .  fuck  you
? https://t.co/ev04oiVn4z",0,44755.11686,1.43169E+18,567,483,192,FALSE,???????.? ?? ?? ?A????????E ? ? ??? ? ? ????? ??? ? ????????????.? ? ?????? ? ? * ? ? ?? ??
Jabbajacks,1.54705E+18,"RT @GreatCheshire: You know we, as a culture, are going through some troubling stuff when there’s a million songs about depression and brea…",191,44755.11684,244894276,304,289,24220,FALSE,pls tag and restrict tho. thx
arominable,1.54705E+18,FUCK yuto my man you're so real https://t.co/TmA0SWcyRj,0,44755.11683,1.53761E+18,90,87,229,FALSE,????? SHE HER | 18 . . ??
kenoSecretary,1.54705E+18,@Doneycatjr Fuck you!!!!!!!!!!!!!!!!!!????????????????????????????????,0,44755.11681,1.48958E+18,41,323,1494,FALSE,"Luigiana, USA"
spookyrahl,1.54705E+18,"RT @erikaishii: CW: Nazis &amp; Anti-abortion.

I used to go to this Planned Parenthood to get my birth control &amp; pelvic exams back when I was…",102,44755.11681,4701936082,339,597,20956,FALSE,"Toledo, OH"
Murkemz,1.54705E+18,RT @TheRealTrauma: @Murkemz @UFOFev Always gonna fuck with you heavy. Legend in the making. Keep making waves bro. ??,1,44755.11678,54341400,17544,18483,137341,FALSE,"Phoenix, AZ"
VacksceneGaming,1.54705E+18,"@zxmnswko @beefhoagie Fuck me, you ARE a Kevin Nguyen.",0,44755.11677,1.05926E+18,467,396,13960,FALSE,"California, USA"
ElinorKry,1.54705E+18,I am also such a good friend I am an underrated friend. I be there for you even when u fuck me over a bunch of times. I'm also so exhausted,0,44755.11677,1.5188E+18,6,4,33,FALSE,
Jgoody0824,1.54705E+18,"@WorldwideLakers Fuck yeah!!! A guy you hate to play against, but someone you'd love as your teammate to hype you and the fans up!!!",0,44755.11677,1.48066E+18,235,368,2391,FALSE,"Dana Point, CA"
mz_whatzittooya,1.54705E+18,I can body tf outta sis part in “we cry together” YOU HEARD ME NIGGA ITS NOTHING ?? FUCK YOU NIGGA .,0,44755.11676,1.45846E+18,109,86,2644,FALSE,
FrancoF32436886,1.54705E+18,"RT @olex_scherba: I don’t speak much Italian, but “Fuck Putin” sounds the same in all languages.
Thank you, Maneskin!

#FuckPutin #StandWit…",583,44755.11676,1.51077E+18,4,66,196,FALSE,
korikohi_08,1.54705E+18,"RT @tmoneyy_eth: Man I fucking LOVE @SrPetersETH 

Dude hopped in spaces, dropped news that @ApeHaterClub?? will be here in TWO-THREE DAYS a…",43,44755.11671,1.46018E+18,224,219,1208,FALSE,
hoggomcswineass,1.54705E+18,Good thing I don't give a fuck what you think https://t.co/Y5KuKQWuTI,0,44755.1167,949929108,2779,954,138077,FALSE,Deep in the armpit of America
big3rdjay,1.54705E+18,If you ain’t tryna make this shit bigger fuck you round us for ??,0,44755.11669,1.47416E+18,117,158,879,FALSE,"Oakland, CA"
yunhobbyy,1.54705E+18,i’m hearing this theory more and more recently online and in person. y’all of so fucking irritating. why are you ci… https://t.co/76OjjeSEBT,0,44755.11669,1.19989E+18,338,493,13851,FALSE,
